RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a2_x1,a2_x2,a2_x3,a2_x4,a3_x1,a3_x2,a3_x3,a3_x4
234992,6,9,9,1,3,1,2,2,1,2,3,3,1,1,1,1
234992,8,1,1,3,1,3,2,3,2,1,3,4,1,1,1,1
234992,9,7,7,3,2,1,3,3,3,2,1,4,1,1,1,1
234992,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
234992,16,5,5,3,3,3,2,6,1,1,3,1,1,1,1,1
234992,2,2,2,2,2,2,2,1,3,3,3,2,1,1,1,1
234992,7,3,3,3,3,2,1,3,1,3,2,4,1,1,1,1
234992,5,4,4,3,2,3,1,2,3,1,2,3,1,1,1,1
234992,12,6,6,3,1,3,1,4,2,1,2,5,1,1,1,1
235006,10,4,4,2,2,1,2,4,3,2,3,5,1,1,1,1
235006,7,3,3,1,3,2,1,3,1,3,2,4,1,1,1,1
235006,9,5,5,2,2,1,3,3,3,2,1,4,1,1,1,1
235006,17,8,8,2,1,1,3,6,2,2,1,1,1,1,1,1
235006,16,2,2,1,3,3,2,6,1,1,3,1,1,1,1,1
235006,11,9,9,1,3,2,3,4,1,3,1,5,1,1,1,1
235006,14,1,1,1,3,1,1,5,1,2,2,6,1,1,1,1
235006,2,7,7,1,2,2,2,1,3,3,3,2,1,1,1,1
235006,12,6,6,2,1,3,1,4,2,1,2,5,1,1,1,1
230934,2,4,4,2,2,2,2,1,3,3,3,2,1,1,1,1
230934,6,3,3,3,3,1,2,2,1,2,3,3,1,1,1,1
230934,17,8,8,2,1,1,3,6,2,2,1,1,1,1,1,1
230934,8,5,5,2,1,3,2,3,2,1,3,4,1,1,1,1
230934,18,2,2,3,2,2,1,6,3,3,2,1,1,1,1,1
230934,7,1,1,3,3,2,1,3,1,3,2,4,1,1,1,1
230934,16,9,9,1,3,3,2,6,1,1,3,1,1,1,1,1
230934,15,7,7,2,1,2,2,5,2,3,3,6,1,1,1,1
230934,3,6,6,2,3,3,3,1,1,1,1,2,1,1,1,1
230935,13,6,6,3,2,3,3,5,3,1,1,6,1,1,1,1
230935,11,3,3,3,3,2,3,4,1,3,1,5,1,1,1,1
230935,5,4,4,3,2,3,1,2,3,1,2,3,1,1,1,1
230935,4,1,1,3,1,2,3,2,2,3,1,3,1,1,1,1
230935,9,9,9,3,2,1,3,3,3,2,1,4,1,1,1,1
230935,14,7,7,3,3,1,1,5,1,2,2,6,1,1,1,1
230935,10,5,5,3,2,1,2,4,3,2,3,5,1,1,1,1
230935,1,8,8,3,1,1,1,1,2,2,2,2,1,1,1,1
230935,12,2,2,3,1,3,1,4,2,1,2,5,1,1,1,1
230940,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
230940,8,5,5,2,1,3,2,3,2,1,3,4,1,1,1,1
230940,12,8,8,2,1,3,1,4,2,1,2,5,1,1,1,1
230940,17,7,7,1,1,1,3,6,2,2,1,1,1,1,1,1
230940,4,9,9,2,1,2,3,2,2,3,1,3,1,1,1,1
230940,11,1,1,3,3,2,3,4,1,3,1,5,1,1,1,1
230940,9,4,4,2,2,1,3,3,3,2,1,4,1,1,1,1
230940,10,3,3,2,2,1,2,4,3,2,3,5,1,1,1,1
230940,15,6,6,1,1,2,2,5,2,3,3,6,1,1,1,1
235061,15,1,1,1,1,2,2,5,2,3,3,6,1,1,1,1
235061,5,9,9,1,2,3,1,2,3,1,2,3,1,1,1,1
235061,14,7,7,2,3,1,1,5,1,2,2,6,1,1,1,1
235061,17,8,8,2,1,1,3,6,2,2,1,1,1,1,1,1
235061,18,5,5,2,2,2,1,6,3,3,2,1,1,1,1,1
235061,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
235061,3,3,3,1,3,3,3,1,1,1,1,2,1,1,1,1
235061,13,4,4,1,2,3,3,5,3,1,1,6,1,1,1,1
235061,4,6,6,2,1,2,3,2,2,3,1,3,1,1,1,1
235260,10,1,1,2,2,1,2,4,3,2,3,5,1,1,1,1
235260,3,9,9,2,3,3,3,1,1,1,1,2,1,1,1,1
235260,18,7,7,2,2,2,1,6,3,3,2,1,1,1,1,1
235260,1,8,8,2,1,1,1,1,2,2,2,2,1,1,1,1
235260,4,5,5,2,1,2,3,2,2,3,1,3,1,1,1,1
235260,13,2,2,2,2,3,3,5,3,1,1,6,1,1,1,1
235260,15,3,3,2,1,2,2,5,2,3,3,6,1,1,1,1
235260,6,4,4,2,3,1,2,2,1,2,3,3,1,1,1,1
235260,8,6,6,2,1,3,2,3,2,1,3,4,1,1,1,1
235520,18,6,6,3,2,2,1,6,3,3,2,1,1,1,1,1
235520,5,5,5,3,2,3,1,2,3,1,2,3,1,1,1,1
235520,16,8,8,3,3,3,2,6,1,1,3,1,1,1,1,1
235520,4,2,2,3,1,2,3,2,2,3,1,3,1,1,1,1
235520,17,9,9,3,1,1,3,6,2,2,1,1,1,1,1,1
235520,12,1,1,3,1,3,1,4,2,1,2,5,1,1,1,1
235520,10,7,7,3,2,1,2,4,3,2,3,5,1,1,1,1
235520,2,4,4,3,2,2,2,1,3,3,3,2,1,1,1,1
235520,15,3,3,3,1,2,2,5,2,3,3,6,1,1,1,1
236028,3,3,3,2,3,3,3,1,1,1,1,2,1,1,1,1
236028,7,4,4,1,3,2,1,3,1,3,2,4,1,1,1,1
236028,13,7,7,3,2,3,3,5,3,1,1,6,1,1,1,1
236028,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1
236028,11,9,9,3,3,2,3,4,1,3,1,5,1,1,1,1
236028,8,2,2,2,1,3,2,3,2,1,3,4,1,1,1,1
236028,14,8,8,3,3,1,1,5,1,2,2,6,1,1,1,1
236028,9,5,5,1,2,1,3,3,3,2,1,4,1,1,1,1
236028,6,6,6,1,3,1,2,2,1,2,3,3,1,1,1,1
238691,16,4,4,3,3,3,2,6,1,1,3,1,1,1,1,1
238691,1,3,3,3,1,1,1,1,2,2,2,2,1,1,1,1
238691,10,8,8,3,2,1,2,4,3,2,3,5,1,1,1,1
238691,9,5,5,3,2,1,3,3,3,2,1,4,1,1,1,1
238691,6,2,2,1,3,1,2,2,1,2,3,3,1,1,1,1
238691,8,9,9,3,1,3,2,3,2,1,3,4,1,1,1,1
238691,5,1,1,1,2,3,1,2,3,1,2,3,1,1,1,1
238691,4,7,7,2,1,2,3,2,2,3,1,3,1,1,1,1
238691,14,6,6,3,3,1,1,5,1,2,2,6,1,1,1,1
250293,4,4,4,2,1,2,3,2,2,3,1,3,1,1,1,1
250293,15,9,9,3,1,2,2,5,2,3,3,6,1,1,1,1
250293,13,6,6,3,2,3,3,5,3,1,1,6,1,1,1,1
250293,16,7,7,3,3,3,2,6,1,1,3,1,1,1,1,1
250293,12,3,3,3,1,3,1,4,2,1,2,5,1,1,1,1
250293,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
250293,2,2,2,2,2,2,2,1,3,3,3,2,1,1,1,1
250293,7,5,5,1,3,2,1,3,1,3,2,4,1,1,1,1
250293,10,1,1,3,2,1,2,4,3,2,3,5,1,1,1,1
250296,18,3,3,2,2,2,1,6,3,3,2,1,1,1,1,1
250296,3,7,7,1,3,3,3,1,1,1,1,2,1,1,1,1
250296,17,6,6,2,1,1,3,6,2,2,1,1,1,1,1,1
250296,16,9,9,3,3,3,2,6,1,1,3,1,1,1,1,1
250296,6,4,4,1,3,1,2,2,1,2,3,3,1,1,1,1
250296,9,1,1,2,2,1,3,3,3,2,1,4,1,1,1,1
250296,8,5,5,1,1,3,2,3,2,1,3,4,1,1,1,1
250296,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
250296,15,8,8,3,1,2,2,5,2,3,3,6,1,1,1,1
250298,8,6,6,1,1,3,2,3,2,1,3,4,1,1,1,1
250298,2,9,9,1,2,2,2,1,3,3,3,2,1,1,1,1
250298,12,7,7,3,1,3,1,4,2,1,2,5,1,1,1,1
250298,6,3,3,1,3,1,2,2,1,2,3,3,1,1,1,1
250298,18,4,4,2,2,2,1,6,3,3,2,1,1,1,1,1
250298,11,1,1,3,3,2,3,4,1,3,1,5,1,1,1,1
250298,13,5,5,3,2,3,3,5,3,1,1,6,1,1,1,1
250298,4,2,2,2,1,2,3,2,2,3,1,3,1,1,1,1
250298,5,8,8,1,2,3,1,2,3,1,2,3,1,1,1,1
250312,10,4,4,3,2,1,2,4,3,2,3,5,1,1,1,1
250312,7,7,7,1,3,2,1,3,1,3,2,4,1,1,1,1
250312,14,3,3,3,3,1,1,5,1,2,2,6,1,1,1,1
250312,9,6,6,1,2,1,3,3,3,2,1,4,1,1,1,1
250312,11,9,9,3,3,2,3,4,1,3,1,5,1,1,1,1
250312,12,8,8,3,1,3,1,4,2,1,2,5,1,1,1,1
250312,3,1,1,2,3,3,3,1,1,1,1,2,1,1,1,1
250312,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
250312,17,2,2,2,1,1,3,6,2,2,1,1,1,1,1,1
250421,9,9,9,3,2,1,3,3,3,2,1,4,1,1,1,1
250421,1,6,6,3,1,1,1,1,2,2,2,2,1,1,1,1
250421,15,7,7,3,1,2,2,5,2,3,3,6,1,1,1,1
250421,10,3,3,3,2,1,2,4,3,2,3,5,1,1,1,1
250421,6,4,4,3,3,1,2,2,1,2,3,3,1,1,1,1
250421,7,5,5,3,3,2,1,3,1,3,2,4,1,1,1,1
250421,4,2,2,3,1,2,3,2,2,3,1,3,1,1,1,1
250421,3,1,1,1,3,3,3,1,1,1,1,2,1,1,1,1
250421,8,8,8,3,1,3,2,3,2,1,3,4,1,1,1,1
250424,8,7,7,1,1,3,2,3,2,1,3,4,1,1,1,1
250424,5,3,3,1,2,3,1,2,3,1,2,3,1,1,1,1
250424,11,9,9,3,3,2,3,4,1,3,1,5,1,1,1,1
250424,18,6,6,2,2,2,1,6,3,3,2,1,1,1,1,1
250424,14,4,4,3,3,1,1,5,1,2,2,6,1,1,1,1
250424,16,5,5,3,3,3,2,6,1,1,3,1,1,1,1,1
250424,13,2,2,3,2,3,3,5,3,1,1,6,1,1,1,1
250424,17,1,1,3,1,1,3,6,2,2,1,1,1,1,1,1
250424,4,8,8,2,1,2,3,2,2,3,1,3,1,1,1,1
250442,9,4,4,2,2,1,3,3,3,2,1,4,1,1,1,1
250442,14,3,3,1,3,1,1,5,1,2,2,6,1,1,1,1
250442,18,7,7,2,2,2,1,6,3,3,2,1,1,1,1,1
250442,2,6,6,2,2,2,2,1,3,3,3,2,1,1,1,1
250442,10,9,9,2,2,1,2,4,3,2,3,5,1,1,1,1
250442,13,8,8,1,2,3,3,5,3,1,1,6,1,1,1,1
250442,16,1,1,1,3,3,2,6,1,1,3,1,1,1,1,1
250442,15,2,2,2,1,2,2,5,2,3,3,6,1,1,1,1
250442,5,5,5,1,2,3,1,2,3,1,2,3,1,1,1,1
250445,4,7,7,3,1,2,3,2,2,3,1,3,1,1,1,1
250445,7,3,3,3,3,2,1,3,1,3,2,4,1,1,1,1
250445,17,6,6,3,1,1,3,6,2,2,1,1,1,1,1,1
250445,18,9,9,3,2,2,1,6,3,3,2,1,1,1,1,1
250445,6,4,4,3,3,1,2,2,1,2,3,3,1,1,1,1
250445,1,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1
250445,12,5,5,3,1,3,1,4,2,1,2,5,1,1,1,1
250445,3,2,2,3,3,3,3,1,1,1,1,2,1,1,1,1
250445,15,8,8,3,1,2,2,5,2,3,3,6,1,1,1,1
250476,1,4,4,2,1,1,1,1,2,2,2,2,1,1,1,1
250476,2,6,6,2,2,2,2,1,3,3,3,2,1,1,1,1
250476,6,9,9,1,3,1,2,2,1,2,3,3,1,1,1,1
250476,3,3,3,1,3,3,3,1,1,1,1,2,1,1,1,1
250476,17,7,7,2,1,1,3,6,2,2,1,1,1,1,1,1
250476,16,8,8,3,3,3,2,6,1,1,3,1,1,1,1,1
250476,7,1,1,1,3,2,1,3,1,3,2,4,1,1,1,1
250476,14,5,5,3,3,1,1,5,1,2,2,6,1,1,1,1
250476,11,2,2,3,3,2,3,4,1,3,1,5,1,1,1,1
250502,5,1,1,1,2,3,1,2,3,1,2,3,1,1,1,1
250502,13,5,5,3,2,3,3,5,3,1,1,6,1,1,1,1
250502,10,2,2,3,2,1,2,4,3,2,3,5,1,1,1,1
250502,17,8,8,2,1,1,3,6,2,2,1,1,1,1,1,1
250502,1,7,7,2,1,1,1,1,2,2,2,2,1,1,1,1
250502,9,3,3,3,2,1,3,3,3,2,1,4,1,1,1,1
250502,12,6,6,3,1,3,1,4,2,1,2,5,1,1,1,1
250502,14,9,9,3,3,1,1,5,1,2,2,6,1,1,1,1
250502,8,4,4,3,1,3,2,3,2,1,3,4,1,1,1,1
250504,10,6,6,3,2,1,2,4,3,2,3,5,1,1,1,1
250504,4,9,9,2,1,2,3,2,2,3,1,3,1,1,1,1
250504,6,3,3,1,3,1,2,2,1,2,3,3,1,1,1,1
250504,2,7,7,2,2,2,2,1,3,3,3,2,1,1,1,1
250504,12,4,4,3,1,3,1,4,2,1,2,5,1,1,1,1
250504,16,1,1,3,3,3,2,6,1,1,3,1,1,1,1,1
250504,8,5,5,1,1,3,2,3,2,1,3,4,1,1,1,1
250504,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
250504,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
250509,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
250509,7,5,5,3,3,2,1,3,1,3,2,4,1,1,1,1
250509,13,2,2,3,2,3,3,5,3,1,1,6,1,1,1,1
250509,5,1,1,3,2,3,1,2,3,1,2,3,1,1,1,1
250509,15,4,4,3,1,2,2,5,2,3,3,6,1,1,1,1
250509,9,3,3,3,2,1,3,3,3,2,1,4,1,1,1,1
250509,10,7,7,3,2,1,2,4,3,2,3,5,1,1,1,1
250509,6,9,9,1,3,1,2,2,1,2,3,3,1,1,1,1
250509,18,6,6,2,2,2,1,6,3,3,2,1,1,1,1,1
250516,1,4,4,3,1,1,1,1,2,2,2,2,1,1,1,1
250516,7,7,7,3,3,2,1,3,1,3,2,4,1,1,1,1
250516,17,3,3,2,1,1,3,6,2,2,1,1,1,1,1,1
250516,14,6,6,3,3,1,1,5,1,2,2,6,1,1,1,1
250516,8,9,9,3,1,3,2,3,2,1,3,4,1,1,1,1
250516,2,8,8,1,2,2,2,1,3,3,3,2,1,1,1,1
250516,18,1,1,2,2,2,1,6,3,3,2,1,1,1,1,1
250516,12,5,5,3,1,3,1,4,2,1,2,5,1,1,1,1
250516,15,2,2,3,1,2,2,5,2,3,3,6,1,1,1,1
250518,13,4,4,3,2,3,3,5,3,1,1,6,1,1,1,1
250518,17,9,9,2,1,1,3,6,2,2,1,1,1,1,1,1
250518,4,6,6,2,1,2,3,2,2,3,1,3,1,1,1,1
250518,16,3,3,2,3,3,2,6,1,1,3,1,1,1,1,1
250518,11,7,7,3,3,2,3,4,1,3,1,5,1,1,1,1
250518,12,8,8,3,1,3,1,4,2,1,2,5,1,1,1,1
250518,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
250518,5,5,5,1,2,3,1,2,3,1,2,3,1,1,1,1
250518,9,1,1,3,2,1,3,3,3,2,1,4,1,1,1,1
250520,2,4,4,2,2,2,2,1,3,3,3,2,1,1,1,1
250520,10,7,7,3,2,1,2,4,3,2,3,5,1,1,1,1
250520,7,3,3,3,3,2,1,3,1,3,2,4,1,1,1,1
250520,6,6,6,1,3,1,2,2,1,2,3,3,1,1,1,1
250520,14,9,9,3,3,1,1,5,1,2,2,6,1,1,1,1
250520,4,8,8,3,1,2,3,2,2,3,1,3,1,1,1,1
250520,8,1,1,1,1,3,2,3,2,1,3,4,1,1,1,1
250520,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
250520,18,2,2,2,2,2,1,6,3,3,2,1,1,1,1,1
250522,9,5,5,2,2,1,3,3,3,2,1,4,1,1,1,1
250522,5,2,2,2,2,3,1,2,3,1,2,3,1,1,1,1
250522,13,1,1,3,2,3,3,5,3,1,1,6,1,1,1,1
250522,1,8,8,2,1,1,1,1,2,2,2,2,1,1,1,1
250522,6,9,9,1,3,1,2,2,1,2,3,3,1,1,1,1
250522,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
250522,15,3,3,3,1,2,2,5,2,3,3,6,1,1,1,1
250522,18,7,7,2,2,2,1,6,3,3,2,1,1,1,1,1
250522,16,4,4,3,3,3,2,6,1,1,3,1,1,1,1,1
250524,16,5,5,3,3,3,2,6,1,1,3,1,1,1,1,1
250524,5,2,2,1,2,3,1,2,3,1,2,3,1,1,1,1
250524,17,1,1,2,1,1,3,6,2,2,1,1,1,1,1,1
250524,10,8,8,3,2,1,2,4,3,2,3,5,1,1,1,1
250524,12,3,3,3,1,3,1,4,2,1,2,5,1,1,1,1
250524,11,7,7,3,3,2,3,4,1,3,1,5,1,1,1,1
250524,14,9,9,3,3,1,1,5,1,2,2,6,1,1,1,1
250524,7,6,6,3,3,2,1,3,1,3,2,4,1,1,1,1
250524,13,4,4,3,2,3,3,5,3,1,1,6,1,1,1,1
250527,10,8,8,1,2,1,2,4,3,2,3,5,1,1,1,1
250527,2,2,2,1,2,2,2,1,3,3,3,2,1,1,1,1
250527,4,5,5,2,1,2,3,2,2,3,1,3,1,1,1,1
250527,8,1,1,1,1,3,2,3,2,1,3,4,1,1,1,1
250527,9,4,4,1,2,1,3,3,3,2,1,4,1,1,1,1
250527,3,3,3,2,3,3,3,1,1,1,1,2,1,1,1,1
250527,13,7,7,3,2,3,3,5,3,1,1,6,1,1,1,1
250527,11,9,9,3,3,2,3,4,1,3,1,5,1,1,1,1
250527,15,6,6,1,1,2,2,5,2,3,3,6,1,1,1,1
250350,2,1,1,,2,2,2,1,3,3,3,2,1,1,1,1
252200,6,5,5,1,3,1,2,2,1,2,3,3,1,1,1,1
252200,7,2,2,2,3,2,1,3,1,3,2,4,1,1,1,1
252200,15,1,1,2,1,2,2,5,2,3,3,6,1,1,1,1
252200,5,8,8,1,2,3,1,2,3,1,2,3,1,1,1,1
252200,14,7,7,2,3,1,1,5,1,2,2,6,1,1,1,1
252200,17,3,3,2,1,1,3,6,2,2,1,1,1,1,1,1
252200,16,9,9,3,3,3,2,6,1,1,3,1,1,1,1,1
252200,2,6,6,1,2,2,2,1,3,3,3,2,1,1,1,1
252200,12,4,4,2,1,3,1,4,2,1,2,5,1,1,1,1
253028,17,7,7,3,1,1,3,6,2,2,1,1,1,1,1,1
253028,9,3,3,3,2,1,3,3,3,2,1,4,1,1,1,1
253028,7,9,9,3,3,2,1,3,1,3,2,4,1,1,1,1
253028,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
253028,8,4,4,3,1,3,2,3,2,1,3,4,1,1,1,1
253028,1,2,2,3,1,1,1,1,2,2,2,2,1,1,1,1
253028,4,5,5,3,1,2,3,2,2,3,1,3,1,1,1,1
253028,18,1,1,2,2,2,1,6,3,3,2,1,1,1,1,1
253028,5,8,8,3,2,3,1,2,3,1,2,3,1,1,1,1
253025,13,1,1,3,2,3,3,5,3,1,1,6,1,1,1,1
253025,10,2,2,3,2,1,2,4,3,2,3,5,1,1,1,1
253025,18,5,5,2,2,2,1,6,3,3,2,1,1,1,1,1
253025,6,8,8,1,3,1,2,2,1,2,3,3,1,1,1,1
253025,8,6,6,1,1,3,2,3,2,1,3,4,1,1,1,1
253025,11,9,9,3,3,2,3,4,1,3,1,5,1,1,1,1
253025,4,3,3,2,1,2,3,2,2,3,1,3,1,1,1,1
253025,1,7,7,2,1,1,1,1,2,2,2,2,1,1,1,1
253025,15,4,4,3,1,2,2,5,2,3,3,6,1,1,1,1
253061,7,8,8,1,3,2,1,3,1,3,2,4,1,1,1,1
253061,16,5,5,3,3,3,2,6,1,1,3,1,1,1,1,1
253061,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
253061,12,1,1,3,1,3,1,4,2,1,2,5,1,1,1,1
253061,2,4,4,2,2,2,2,1,3,3,3,2,1,1,1,1
253061,8,9,9,1,1,3,2,3,2,1,3,4,1,1,1,1
253061,14,6,6,3,3,1,1,5,1,2,2,6,1,1,1,1
253061,10,7,7,3,2,1,2,4,3,2,3,5,1,1,1,1
253061,9,3,3,2,2,1,3,3,3,2,1,4,1,1,1,1
253077,11,2,2,3,3,2,3,4,1,3,1,5,1,1,1,1
253077,12,5,5,3,1,3,1,4,2,1,2,5,1,1,1,1
253077,13,1,1,3,2,3,3,5,3,1,1,6,1,1,1,1
253077,4,8,8,2,1,2,3,2,2,3,1,3,1,1,1,1
253077,2,3,3,1,2,2,2,1,3,3,3,2,1,1,1,1
253077,14,7,7,3,3,1,1,5,1,2,2,6,1,1,1,1
253077,15,9,9,3,1,2,2,5,2,3,3,6,1,1,1,1
253077,1,6,6,2,1,1,1,1,2,2,2,2,1,1,1,1
253077,16,4,4,2,3,3,2,6,1,1,3,1,1,1,1,1
253086,17,1,1,2,1,1,3,6,2,2,1,1,1,1,1,1
253086,9,5,5,3,2,1,3,3,3,2,1,4,1,1,1,1
253086,5,2,2,1,2,3,1,2,3,1,2,3,1,1,1,1
253086,14,8,8,3,3,1,1,5,1,2,2,6,1,1,1,1
253086,6,6,6,3,3,1,2,2,1,2,3,3,1,1,1,1
253086,1,9,9,3,1,1,1,1,2,2,2,2,1,1,1,1
253086,3,3,3,1,3,3,3,1,1,1,1,2,1,1,1,1
253086,16,7,7,3,3,3,2,6,1,1,3,1,1,1,1,1
253086,18,4,4,2,2,2,1,6,3,3,2,1,1,1,1,1
253339,12,3,3,1,1,3,1,4,2,1,2,5,1,1,1,1
253339,4,7,7,1,1,2,3,2,2,3,1,3,1,1,1,1
253339,5,6,6,1,2,3,1,2,3,1,2,3,1,1,1,1
253339,9,9,9,2,2,1,3,3,3,2,1,4,1,1,1,1
253339,7,4,4,1,3,2,1,3,1,3,2,4,1,1,1,1
253339,8,1,1,3,1,3,2,3,2,1,3,4,1,1,1,1
253339,3,2,2,2,3,3,3,1,1,1,1,2,1,1,1,1
253339,15,5,5,3,1,2,2,5,2,3,3,6,1,1,1,1
253339,10,8,8,1,2,1,2,4,3,2,3,5,1,1,1,1
253445,13,1,1,3,2,3,3,5,3,1,1,6,1,1,1,1
253445,2,5,5,1,2,2,2,1,3,3,3,2,1,1,1,1
253445,6,2,2,1,3,1,2,2,1,2,3,3,1,1,1,1
253445,15,8,8,3,1,2,2,5,2,3,3,6,1,1,1,1
253445,11,3,3,3,3,2,3,4,1,3,1,5,1,1,1,1
253445,10,7,7,3,2,1,2,4,3,2,3,5,1,1,1,1
253445,17,6,6,2,1,1,3,6,2,2,1,1,1,1,1,1
253445,12,9,9,3,1,3,1,4,2,1,2,5,1,1,1,1
253445,18,4,4,2,2,2,1,6,3,3,2,1,1,1,1,1
253452,2,8,8,2,2,2,2,1,3,3,3,2,1,1,1,1
253452,11,1,1,3,3,2,3,4,1,3,1,5,1,1,1,1
253452,9,5,5,3,2,1,3,3,3,2,1,4,1,1,1,1
253452,6,2,2,1,3,1,2,2,1,2,3,3,1,1,1,1
253452,8,4,4,3,1,3,2,3,2,1,3,4,1,1,1,1
253452,18,7,7,2,2,2,1,6,3,3,2,1,1,1,1,1
253452,4,3,3,2,1,2,3,2,2,3,1,3,1,1,1,1
253452,13,6,6,3,2,3,3,5,3,1,1,6,1,1,1,1
253452,1,9,9,2,1,1,1,1,2,2,2,2,1,1,1,1
253462,7,5,5,3,3,2,1,3,1,3,2,4,1,1,1,1
253462,17,2,2,2,1,1,3,6,2,2,1,1,1,1,1,1
253462,5,1,1,1,2,3,1,2,3,1,2,3,1,1,1,1
253462,13,8,8,3,2,3,3,5,3,1,1,6,1,1,1,1
253462,16,3,3,3,3,3,2,6,1,1,3,1,1,1,1,1
253462,11,7,7,3,3,2,3,4,1,3,1,5,1,1,1,1
253462,6,9,9,1,3,1,2,2,1,2,3,3,1,1,1,1
253462,14,6,6,3,3,1,1,5,1,2,2,6,1,1,1,1
253462,3,4,4,1,3,3,3,1,1,1,1,2,1,1,1,1
253477,8,1,1,3,1,3,2,3,2,1,3,4,1,1,1,1
253477,10,2,2,3,2,1,2,4,3,2,3,5,1,1,1,1
253477,5,5,5,1,2,3,1,2,3,1,2,3,1,1,1,1
253477,9,8,8,3,2,1,3,3,3,2,1,4,1,1,1,1
253477,16,7,7,3,3,3,2,6,1,1,3,1,1,1,1,1
253477,17,3,3,2,1,1,3,6,2,2,1,1,1,1,1,1
253477,12,6,6,3,1,3,1,4,2,1,2,5,1,1,1,1
253477,18,9,9,2,2,2,1,6,3,3,2,1,1,1,1,1
253477,14,4,4,3,3,1,1,5,1,2,2,6,1,1,1,1
253492,18,7,7,2,2,2,1,6,3,3,2,1,1,1,1,1
253492,4,3,3,2,1,2,3,2,2,3,1,3,1,1,1,1
253492,11,9,9,3,3,2,3,4,1,3,1,5,1,1,1,1
253492,2,6,6,1,2,2,2,1,3,3,3,2,1,1,1,1
253492,1,4,4,2,1,1,1,1,2,2,2,2,1,1,1,1
253492,15,5,5,3,1,2,2,5,2,3,3,6,1,1,1,1
253492,7,2,2,1,3,2,1,3,1,3,2,4,1,1,1,1
253492,3,1,1,1,3,3,3,1,1,1,1,2,1,1,1,1
253492,12,8,8,3,1,3,1,4,2,1,2,5,1,1,1,1
253494,4,4,4,2,1,2,3,2,2,3,1,3,1,1,1,1
253494,8,7,7,1,1,3,2,3,2,1,3,4,1,1,1,1
253494,6,3,3,1,3,1,2,2,1,2,3,3,1,1,1,1
253494,10,9,9,3,2,1,2,4,3,2,3,5,1,1,1,1
253494,17,6,6,2,1,1,3,6,2,2,1,1,1,1,1,1
253494,15,8,8,3,1,2,2,5,2,3,3,6,1,1,1,1
253494,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
253494,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
253494,5,1,1,1,2,3,1,2,3,1,2,3,1,1,1,1
253502,4,8,8,3,1,2,3,2,2,3,1,3,1,1,1,1
253502,7,2,2,3,3,2,1,3,1,3,2,4,1,1,1,1
253502,16,5,5,3,3,3,2,6,1,1,3,1,1,1,1,1
253502,9,1,1,3,2,1,3,3,3,2,1,4,1,1,1,1
253502,13,4,4,3,2,3,3,5,3,1,1,6,1,1,1,1
253502,2,3,3,1,2,2,2,1,3,3,3,2,1,1,1,1
253502,18,7,7,2,2,2,1,6,3,3,2,1,1,1,1,1
253502,15,9,9,3,1,2,2,5,2,3,3,6,1,1,1,1
253502,14,6,6,3,3,1,1,5,1,2,2,6,1,1,1,1
253507,16,4,4,3,3,3,2,6,1,1,3,1,1,1,1,1
253507,7,7,7,1,3,2,1,3,1,3,2,4,1,1,1,1
253507,10,3,3,3,2,1,2,4,3,2,3,5,1,1,1,1
253507,14,9,9,3,3,1,1,5,1,2,2,6,1,1,1,1
253507,9,6,6,3,2,1,3,3,3,2,1,4,1,1,1,1
253507,5,8,8,1,2,3,1,2,3,1,2,3,1,1,1,1
253507,11,5,5,3,3,2,3,4,1,3,1,5,1,1,1,1
253507,8,2,2,3,1,3,2,3,2,1,3,4,1,1,1,1
253507,3,1,1,1,3,3,3,1,1,1,1,2,1,1,1,1
253530,8,6,6,3,1,3,2,3,2,1,3,4,1,1,1,1
253530,15,9,9,3,1,2,2,5,2,3,3,6,1,1,1,1
253530,12,3,3,3,1,3,1,4,2,1,2,5,1,1,1,1
253530,16,7,7,3,3,3,2,6,1,1,3,1,1,1,1,1
253530,1,4,4,3,1,1,1,1,2,2,2,2,1,1,1,1
253530,6,1,1,1,3,1,2,2,1,2,3,3,1,1,1,1
253530,13,2,2,3,2,3,3,5,3,1,1,6,1,1,1,1
253530,2,5,5,2,2,2,2,1,3,3,3,2,1,1,1,1
253530,18,8,8,2,2,2,1,6,3,3,2,1,1,1,1,1
